acct_nbr,rtxn_nbr,cust_cd,tran_amt,post_dt,data_dt,cust_type,mjaccttypcd,rtxnsourcecd,accttypcd,term_cd,branch_acct,currencycd,miaccttypcd,mjmidesc,branch_thgd,is_cash,created_at,intrtxndesctext,mcc
ae7eab20-e032-4,356,e2ae8e83-f67c-40f0-9c98-74a9d8206c2c,4346663,20240108,20240131,CN,SAV,BRANCH,TGTT,KKH,1004,VND,G270,TKTT FIRST KHTN (CN) VND,1006,0,20240117,CHUYEN KHOAN QUA APP,4722
c6b9b5f6-7fd2-4,357,1e76f3e5-14f7-447e-971d-a9f3e9516a24,267427,20240121,20240131,CN,CK,MAPP,TGTT,KKH,1042,VND,G270,TKTT FIRST KHTN (CN) VND,1024,0,20240119,BOOK PHONG AGODA,5411
3e7da7b9-13c8-4,358,36e2d27b-ec12-4789-b35d-1fc1a77923e1,-4075484,20240106,20240131,CN,SAV,MAPP,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1048,0,20240124,THANH TOAN XANH SM,0000
a86f8a3c-800e-4,359,56d067e4-0105-43f6-a630-0f0ae26ea0f6,-1029173,20240121,20240131,CN,SAV,BRANCH,TGTT,KKH,1025,VND,G270,TKTT FIRST KHTN (CN) VND,1036,0,20240120,MUA TREN SHOPEE,7311
f5deca6f-4c1b-4,360,f8d1948f-b618-4758-987f-af46233b8641,1016465,20240122,20240131,CN,SAV,WWW,TGTT,KKH,1043,VND,G270,TKTT FIRST KHTN (CN) VND,1045,0,20240122,THANH TOAN XANH SM,7311
4c94dce7-c5c0-4,361,83209c49-f572-4d8f-b3f7-75ae57cf27a2,-1471768,20240101,20240131,CN,CK,MAPP,TGTT,KKH,1027,VND,G270,TKTT FIRST KHTN (CN) VND,1016,0,20240110,XEM PHIM CGV,4121
4c28b435-89b2-4,362,39e82f4e-2375-4137-80ed-77f612e55dff,1992044,20240126,20240131,CN,CK,MAPP,TGTT,KKH,1035,VND,G270,TKTT FIRST KHTN (CN) VND,1030,0,20240116,CHUYEN KHOAN QUA APP,4722
fe36353a-8547-4,363,94d8bb6f-59f7-481d-b408-fb24bfa0b047,3820499,20240110,20240131,CN,CK,ONLI,TGTT,KKH,1034,VND,G270,TKTT FIRST KHTN (CN) VND,1009,0,20240105,XEM PHIM CGV,0000
81ccaed6-4308-4,364,de35f7ed-ebb9-4103-ae01-55c3f1e4a795,2718921,20240126,20240131,CN,CK,ONLI,TGTT,KKH,1044,VND,G270,TKTT FIRST KHTN (CN) VND,1042,0,20240106,CUOC GRAB,7311
1d35a8c0-fe3b-4,365,9ce85409-1645-4584-8ef0-78ba662ffe36,1426580,20240102,20240131,CN,SAV,ONLI,TGTT,KKH,1020,VND,G270,TKTT FIRST KHTN (CN) VND,1049,0,20240112,CHUYEN KHOAN QUA APP,7311
05e6e53a-112a-4,366,821a3184-3821-4f0b-be87-293b6d70d1f4,121574,20240108,20240131,CN,SAV,MAPP,TGTT,KKH,1022,VND,G270,TKTT FIRST KHTN (CN) VND,1049,0,20240101,CUOC GRAB,7311
76d2b6d5-15a5-4,367,a9d72cc0-d2a7-4b2d-92c3-cb12cea47775,-2455365,20240114,20240131,CN,CK,MAPP,TGTT,KKH,1001,VND,G270,TKTT FIRST KHTN (CN) VND,1007,0,20240118,CHUYEN KHOAN QUA APP,5411
4ad78612-796e-4,368,de4eb8a7-082b-4a7c-852d-043e26b30224,-450538,20240101,20240131,CN,SAV,ONLI,TGTT,KKH,1046,VND,G270,TKTT FIRST KHTN (CN) VND,1000,0,20240116,MUA TREN SHOPEE,4900
b505cceb-4fdb-4,369,96560a49-98f9-4894-80ae-e580bd5e05cf,-2070470,20240125,20240131,CN,SAV,WWW,TGTT,KKH,1004,VND,G270,TKTT FIRST KHTN (CN) VND,1008,0,20240125,CHUYEN KHOAN QUA APP,4722
e0233990-5be2-4,370,95c97527-b01b-473e-ad0a-a41b86594a3b,4340233,20240107,20240131,CN,CK,MAPP,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1041,0,20240119,MUA TREN SHOPEE,7311
275ca3be-5dae-4,371,9e3c7aae-6923-4877-b4ba-3ed667226e1c,4073111,20240101,20240131,CN,CK,ONLI,TGTT,KKH,1008,VND,G270,TKTT FIRST KHTN (CN) VND,1047,0,20240102,MUA TREN SHOPEE,4900
3d9c332f-78c2-4,372,35201866-f941-464a-9b25-c9940c112a42,-3441736,20240130,20240131,CN,CK,MAPP,TGTT,KKH,1040,VND,G270,TKTT FIRST KHTN (CN) VND,1025,0,20240131,XEM PHIM CGV,7311
051a30fb-9131-4,373,c56d1b58-2ddc-4224-a3cd-7eaf05fea1dd,3226202,20240105,20240131,CN,SAV,ONLI,TGTT,KKH,1021,VND,G270,TKTT FIRST KHTN (CN) VND,1009,0,20240105,CUOC GRAB,4900
0b64f00c-d2e0-4,374,7ccce7bb-8534-4e7f-9195-602c393e919d,2029146,20240118,20240131,CN,CK,WWW,TGTT,KKH,1019,VND,G270,TKTT FIRST KHTN (CN) VND,1025,0,20240126,BOOK PHONG AGODA,5411
ab364976-e18d-4,375,df0d0661-9782-4bd8-8e1c-4bf7e536ba62,4752117,20240130,20240131,CN,CK,ONLI,TGTT,KKH,1040,VND,G270,TKTT FIRST KHTN (CN) VND,1044,0,20240127,THANH TOAN XANH SM,4121
dfae8b16-2214-4,376,bdd299c7-d210-47e2-9344-ec6bb18bc2df,-366934,20240127,20240131,CN,SAV,ONLI,TGTT,KKH,1035,VND,G270,TKTT FIRST KHTN (CN) VND,1017,0,20240105,MUA TREN SHOPEE,5812
df85faea-fede-4,377,eea30437-512f-4d04-bc31-9a4ab3b5b597,2221743,20240128,20240131,CN,CK,MAPP,TGTT,KKH,1003,VND,G270,TKTT FIRST KHTN (CN) VND,1002,0,20240122,MUA TREN SHOPEE,4900
479dc375-1367-4,378,fc193c61-3981-4256-8e6f-5ea5468684c8,178839,20240117,20240131,CN,CK,ONLI,TGTT,KKH,1033,VND,G270,TKTT FIRST KHTN (CN) VND,1027,0,20240119,XEM PHIM CGV,4900
4b9338d7-3f4a-4,379,6a1aaff5-bc35-4f38-b73c-5192dfb4a69e,-4305995,20240117,20240131,CN,SAV,ONLI,TGTT,KKH,1031,VND,G270,TKTT FIRST KHTN (CN) VND,1016,0,20240111,MUA TREN SHOPEE,7311
25f10e0f-adba-4,380,5b71c428-ddd3-4753-a14c-cd2dc3c5c867,-4532352,20240130,20240131,CN,CK,WWW,TGTT,KKH,1014,VND,G270,TKTT FIRST KHTN (CN) VND,1014,0,20240121,THANH TOAN XANH SM,7311
3fa61410-b028-4,381,9d8be19a-584a-4cd7-b557-9592b81a0821,-3778885,20240113,20240131,CN,CK,MAPP,TGTT,KKH,1014,VND,G270,TKTT FIRST KHTN (CN) VND,1034,0,20240105,XEM PHIM CGV,5812
4262b840-7ba3-4,382,e7c21f49-a7cb-4ac7-8f5a-7be9f2296caf,-2038089,20240121,20240131,CN,SAV,BRANCH,TGTT,KKH,1016,VND,G270,TKTT FIRST KHTN (CN) VND,1041,0,20240131,THANH TOAN XANH SM,4722
d9473bb8-c3d5-4,383,73b1a0a6-3c3a-4894-913f-dcc6611f88d7,-2408868,20240104,20240131,CN,CK,BRANCH,TGTT,KKH,1041,VND,G270,TKTT FIRST KHTN (CN) VND,1024,0,20240111,CHUYEN KHOAN QUA APP,4900
56a454bb-58fa-4,384,6c6cbe42-491c-46cf-b5a1-ccca4636b4f6,2283266,20240121,20240131,CN,CK,BRANCH,TGTT,KKH,1029,VND,G270,TKTT FIRST KHTN (CN) VND,1012,0,20240111,XEM PHIM CGV,7311
d4e38a3d-1b54-4,385,bc3c5005-5b7a-4b90-97ff-3a62b86fd967,2159227,20240122,20240131,CN,SAV,ONLI,TGTT,KKH,1035,VND,G270,TKTT FIRST KHTN (CN) VND,1001,0,20240108,CUOC GRAB,4121
d65e3664-7a95-4,386,fae4f391-340a-479e-a63d-72ea53ce89b0,4713945,20240116,20240131,CN,SAV,WWW,TGTT,KKH,1012,VND,G270,TKTT FIRST KHTN (CN) VND,1034,0,20240121,THANH TOAN XANH SM,7311
981da3a6-cef7-4,387,fe256e64-43ab-4bd3-a5d2-cd95f696aa04,-1896091,20240117,20240131,CN,CK,ONLI,TGTT,KKH,1005,VND,G270,TKTT FIRST KHTN (CN) VND,1021,0,20240116,BOOK PHONG AGODA,7311
ee6ea706-a009-4,388,0022832d-7caa-4fd8-a38f-364cb5ab8110,4384520,20240118,20240131,CN,SAV,MAPP,TGTT,KKH,1030,VND,G270,TKTT FIRST KHTN (CN) VND,1017,0,20240131,THANH TOAN XANH SM,0000
6d9eac71-1426-4,389,d5a4052d-5c7a-4f89-809d-891ec70c85a5,1128506,20240102,20240131,CN,SAV,WWW,TGTT,KKH,1019,VND,G270,TKTT FIRST KHTN (CN) VND,1020,0,20240111,XEM PHIM CGV,0000
0a8617eb-e53b-4,390,d3379285-17f6-4eb7-9d26-6f1ca5a5e123,-46912,20240121,20240131,CN,CK,ONLI,TGTT,KKH,1015,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240101,BOOK PHONG AGODA,7311
b05a345e-8003-4,391,ed324144-cecb-487e-a3f0-933d525ab06a,1678413,20240112,20240131,CN,SAV,ONLI,TGTT,KKH,1019,VND,G270,TKTT FIRST KHTN (CN) VND,1048,0,20240115,CUOC GRAB,5411
1125d2df-b4e6-4,392,8d712a86-b39f-483d-b818-ea49444816c1,2027554,20240131,20240131,CN,CK,MAPP,TGTT,KKH,1001,VND,G270,TKTT FIRST KHTN (CN) VND,1042,0,20240117,BOOK PHONG AGODA,4900
98410321-fbc9-4,393,a35f90d4-ff2a-46ca-83e9-acaa6d8b1994,-3280709,20240110,20240131,CN,CK,ONLI,TGTT,KKH,1015,VND,G270,TKTT FIRST KHTN (CN) VND,1048,0,20240116,XEM PHIM CGV,4900
4a3e3c15-11ce-4,394,a4636592-c66e-4e6d-98e9-1ec330941fe6,2517155,20240109,20240131,CN,SAV,MAPP,TGTT,KKH,1034,VND,G270,TKTT FIRST KHTN (CN) VND,1046,0,20240117,THANH TOAN XANH SM,4121
9355c934-2dcd-4,395,a13321ab-e342-4e82-be61-fbfd4fe95316,2251727,20240123,20240131,CN,SAV,ONLI,TGTT,KKH,1018,VND,G270,TKTT FIRST KHTN (CN) VND,1041,0,20240125,MUA TREN SHOPEE,4722
82b41c8f-86f4-4,396,c6360b8f-fb05-4c94-89aa-7c49ae937591,4975322,20240126,20240131,CN,SAV,BRANCH,TGTT,KKH,1038,VND,G270,TKTT FIRST KHTN (CN) VND,1003,0,20240123,CUOC GRAB,4121
0a5247af-ab25-4,397,f20f31f4-8a91-4dff-ab18-fff3f363f62a,4119477,20240104,20240131,CN,CK,MAPP,TGTT,KKH,1035,VND,G270,TKTT FIRST KHTN (CN) VND,1024,0,20240115,MUA TREN SHOPEE,4121
583f415f-a808-4,398,6a4e609e-cab3-4392-8832-de7652a5575d,1846602,20240115,20240131,CN,SAV,WWW,TGTT,KKH,1031,VND,G270,TKTT FIRST KHTN (CN) VND,1033,0,20240119,THANH TOAN XANH SM,7311
2996116e-b9e8-4,399,5a900772-bbad-4209-8cf9-a233ec0e06e3,2123637,20240121,20240131,CN,CK,MAPP,TGTT,KKH,1046,VND,G270,TKTT FIRST KHTN (CN) VND,1045,0,20240111,XEM PHIM CGV,7311
9bc26d49-50b0-4,400,0cb856d8-0682-4ee9-8404-dc2aa81dbeab,4459856,20240127,20240131,CN,SAV,BRANCH,TGTT,KKH,1034,VND,G270,TKTT FIRST KHTN (CN) VND,1004,0,20240126,BOOK PHONG AGODA,4121
89132e22-5f52-4,401,613907aa-66cc-4f3d-b7e9-ab4638d911a0,4671782,20240123,20240131,CN,CK,MAPP,TGTT,KKH,1003,VND,G270,TKTT FIRST KHTN (CN) VND,1040,0,20240102,CHUYEN KHOAN QUA APP,4900
9a8bacdd-f997-4,402,153c748e-e81d-4d16-a0a5-f56ac85cfea8,3269651,20240130,20240131,CN,CK,ONLI,TGTT,KKH,1032,VND,G270,TKTT FIRST KHTN (CN) VND,1032,0,20240102,BOOK PHONG AGODA,5812
ced9df93-9b7b-4,403,7387fe4e-4e42-4478-8317-aa2a0604fec5,2673935,20240110,20240131,CN,SAV,MAPP,TGTT,KKH,1005,VND,G270,TKTT FIRST KHTN (CN) VND,1043,0,20240116,CHUYEN KHOAN QUA APP,4722
155bb8fa-b33c-4,404,ed324144-cecb-487e-a3f0-933d525ab06a,-3886341,20240109,20240131,CN,CK,BRANCH,TGTT,KKH,1031,VND,G270,TKTT FIRST KHTN (CN) VND,1006,0,20240131,THANH TOAN XANH SM,4722
b255054d-f783-4,405,d3379285-17f6-4eb7-9d26-6f1ca5a5e123,3303221,20240128,20240131,CN,CK,WWW,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1027,0,20240122,CHUYEN KHOAN QUA APP,4900
88ea4d7b-d7a9-4,406,63bb0fb6-38a4-44b4-8542-c02379e1d9b3,-2468043,20240126,20240131,CN,CK,MAPP,TGTT,KKH,1020,VND,G270,TKTT FIRST KHTN (CN) VND,1043,0,20240122,XEM PHIM CGV,7311
be68efbb-dbcc-4,407,3b31e74b-28d8-4ba3-abd1-5753629e3293,637842,20240107,20240131,CN,SAV,WWW,TGTT,KKH,1039,VND,G270,TKTT FIRST KHTN (CN) VND,1019,0,20240106,XEM PHIM CGV,4722
ea8b1a4b-9411-4,408,77305e12-cd07-42e7-94ba-59be18800bdf,-946275,20240111,20240131,CN,SAV,MAPP,TGTT,KKH,1025,VND,G270,TKTT FIRST KHTN (CN) VND,1009,0,20240102,CUOC GRAB,4121
5621e3ae-ec28-4,409,7f66a586-73db-48f4-a951-a219a7be90bd,-1543926,20240129,20240131,CN,SAV,BRANCH,TGTT,KKH,1046,VND,G270,TKTT FIRST KHTN (CN) VND,1029,0,20240107,BOOK PHONG AGODA,5411
45a64c66-9aac-4,410,bb585bfe-1005-4652-9f8e-4ec894941139,-1897499,20240102,20240131,CN,SAV,ONLI,TGTT,KKH,1006,VND,G270,TKTT FIRST KHTN (CN) VND,1002,0,20240111,XEM PHIM CGV,4121
e089baf3-8de7-4,411,2d62776d-5ee2-4760-b5cf-0fa6ac85b50f,3554270,20240120,20240131,CN,SAV,ONLI,TGTT,KKH,1038,VND,G270,TKTT FIRST KHTN (CN) VND,1027,0,20240110,CUOC GRAB,4722
919ff42a-627d-4,412,fa4fbec2-83a7-4791-ae33-c8936f7776ae,2691361,20240126,20240131,CN,SAV,ONLI,TGTT,KKH,1045,VND,G270,TKTT FIRST KHTN (CN) VND,1030,0,20240116,MUA TREN SHOPEE,7311
648fda15-a9e5-4,413,e6efc58e-ce45-45b2-9641-b0d158414263,234487,20240129,20240131,CN,SAV,MAPP,TGTT,KKH,1031,VND,G270,TKTT FIRST KHTN (CN) VND,1039,0,20240119,CUOC GRAB,4722
54dc593d-004d-4,414,9b8533a2-4b19-4b14-b1b2-cbaeae6dd867,1644804,20240120,20240131,CN,CK,MAPP,TGTT,KKH,1036,VND,G270,TKTT FIRST KHTN (CN) VND,1038,0,20240101,CUOC GRAB,4722
c4f02011-33d0-4,415,454c988a-6d46-46fa-8830-d1a24535d8d1,4845279,20240130,20240131,CN,CK,MAPP,TGTT,KKH,1014,VND,G270,TKTT FIRST KHTN (CN) VND,1030,0,20240103,BOOK PHONG AGODA,5812
6683412e-ae87-4,416,483fb926-5d31-4a54-82e4-868ec684de99,-1024648,20240127,20240131,CN,SAV,MAPP,TGTT,KKH,1003,VND,G270,TKTT FIRST KHTN (CN) VND,1001,0,20240106,BOOK PHONG AGODA,4121
89b062eb-a45f-4,417,ee2b2abd-6537-43b6-8c82-e8e2b0a402cb,511006,20240125,20240131,CN,CK,MAPP,TGTT,KKH,1016,VND,G270,TKTT FIRST KHTN (CN) VND,1030,0,20240107,CUOC GRAB,4900
cbc8eaf7-efad-4,418,1440894e-27d2-450d-af7f-ad5fb930521a,335237,20240124,20240131,CN,SAV,ONLI,TGTT,KKH,1037,VND,G270,TKTT FIRST KHTN (CN) VND,1017,0,20240110,MUA TREN SHOPEE,4722
357747da-afea-4,419,5aeab612-03f3-4959-9c49-da3e2adce1b4,4359723,20240116,20240131,CN,CK,WWW,TGTT,KKH,1044,VND,G270,TKTT FIRST KHTN (CN) VND,1009,0,20240127,MUA TREN SHOPEE,7311
c2c34655-aeb5-4,420,ea1657d1-6b1a-4115-9010-6f3a7df4d261,-1484375,20240106,20240131,CN,SAV,ONLI,TGTT,KKH,1017,VND,G270,TKTT FIRST KHTN (CN) VND,1031,0,20240103,THANH TOAN XANH SM,5411
2c65fe0f-7a28-4,421,246b3de7-c526-4cff-b274-0abe7e5bd76a,4862547,20240108,20240131,CN,CK,BRANCH,TGTT,KKH,1016,VND,G270,TKTT FIRST KHTN (CN) VND,1047,0,20240113,THANH TOAN XANH SM,7311
c6eda4e3-51a6-4,422,bc51cea3-efec-430a-a131-74677da43796,-1953023,20240123,20240131,CN,CK,ONLI,TGTT,KKH,1041,VND,G270,TKTT FIRST KHTN (CN) VND,1007,0,20240110,THANH TOAN XANH SM,4121
10be9520-104a-4,423,c08a841d-7e94-446b-a1b1-22320d4e0d92,-3910929,20240124,20240131,CN,CK,ONLI,TGTT,KKH,1013,VND,G270,TKTT FIRST KHTN (CN) VND,1020,0,20240114,CHUYEN KHOAN QUA APP,4722
84fb896d-aeb5-4,424,5c4ee3e9-fe88-47f3-a876-cf8c0234ec81,-3086264,20240129,20240131,CN,SAV,ONLI,TGTT,KKH,1000,VND,G270,TKTT FIRST KHTN (CN) VND,1020,0,20240112,BOOK PHONG AGODA,5411
3008457a-0a2a-4,425,82586c12-125a-4c75-92e7-aa89fe80c0da,-737786,20240131,20240131,CN,SAV,ONLI,TGTT,KKH,1032,VND,G270,TKTT FIRST KHTN (CN) VND,1042,0,20240112,XEM PHIM CGV,4900
008b8b0d-e4fd-4,426,3a316a35-9c67-476a-8281-a453c097ac53,1497559,20240123,20240131,CN,CK,BRANCH,TGTT,KKH,1016,VND,G270,TKTT FIRST KHTN (CN) VND,1045,0,20240124,BOOK PHONG AGODA,4121
8003da86-0ac2-4,427,6411483a-812c-47bd-bab3-4bfa008e5917,168252,20240118,20240131,CN,CK,ONLI,TGTT,KKH,1031,VND,G270,TKTT FIRST KHTN (CN) VND,1020,0,20240103,MUA TREN SHOPEE,7311
0c7275c2-d4fd-4,428,8d97e4a5-abed-44ed-9d3e-766a81d6d0af,-1237218,20240111,20240131,CN,CK,ONLI,TGTT,KKH,1039,VND,G270,TKTT FIRST KHTN (CN) VND,1030,0,20240129,CUOC GRAB,4900
ee70047f-97c1-4,429,e8bf2c92-2290-41d1-a1dd-23d4ff9aead0,620332,20240128,20240131,CN,SAV,BRANCH,TGTT,KKH,1048,VND,G270,TKTT FIRST KHTN (CN) VND,1026,0,20240106,XEM PHIM CGV,4722
0b50058b-8e50-4,430,e64e10f0-001f-471c-a24d-3ff237589203,3388062,20240122,20240131,CN,SAV,MAPP,TGTT,KKH,1041,VND,G270,TKTT FIRST KHTN (CN) VND,1028,0,20240114,CHUYEN KHOAN QUA APP,4722
dbe702c6-be1d-4,431,546fdf7e-d428-44b2-9be9-4c0b3b3c8f66,3389310,20240104,20240131,CN,SAV,BRANCH,TGTT,KKH,1030,VND,G270,TKTT FIRST KHTN (CN) VND,1013,0,20240111,XEM PHIM CGV,5812
d588298d-5410-4,432,95be0966-2cda-45a4-89fb-48dd2e11852c,2262278,20240104,20240131,CN,SAV,ONLI,TGTT,KKH,1037,VND,G270,TKTT FIRST KHTN (CN) VND,1008,0,20240102,XEM PHIM CGV,5812
9c3bfaa3-6253-4,433,a8564985-646d-45ed-98d6-4a8feb4af6fa,4524484,20240131,20240131,CN,CK,ONLI,TGTT,KKH,1038,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240125,XEM PHIM CGV,5812
5cfde477-8f2e-4,434,b6d7ed41-940b-4ac5-a9e2-9a62cea1a1e2,902046,20240110,20240131,CN,SAV,ONLI,TGTT,KKH,1026,VND,G270,TKTT FIRST KHTN (CN) VND,1006,0,20240123,BOOK PHONG AGODA,4722
261a7c5c-348f-4,435,fe531779-78b5-454a-84e5-62859e3cf95c,-4923423,20240122,20240131,CN,CK,ONLI,TGTT,KKH,1047,VND,G270,TKTT FIRST KHTN (CN) VND,1004,0,20240108,BOOK PHONG AGODA,4900
01d2f4db-475d-4,436,56d067e4-0105-43f6-a630-0f0ae26ea0f6,-2090703,20240116,20240131,CN,CK,ONLI,TGTT,KKH,1016,VND,G270,TKTT FIRST KHTN (CN) VND,1007,0,20240111,CUOC GRAB,5812
f7b2134f-4942-4,437,11462982-e652-4481-9d19-7e56cc3daea3,-1717772,20240124,20240131,CN,SAV,BRANCH,TGTT,KKH,1029,VND,G270,TKTT FIRST KHTN (CN) VND,1040,0,20240112,THANH TOAN XANH SM,4722
bca02fc9-b077-4,438,fdf51c27-2ac0-4021-a857-c5b49417d1b1,473260,20240121,20240131,CN,SAV,BRANCH,TGTT,KKH,1038,VND,G270,TKTT FIRST KHTN (CN) VND,1002,0,20240127,XEM PHIM CGV,5411
e7edd043-9ff3-4,439,7b9687c4-337a-4585-b4af-801ed73e0b50,4048894,20240130,20240131,CN,SAV,BRANCH,TGTT,KKH,1005,VND,G270,TKTT FIRST KHTN (CN) VND,1032,0,20240118,BOOK PHONG AGODA,4900
50c01ea9-2220-4,440,6a1aaff5-bc35-4f38-b73c-5192dfb4a69e,3381149,20240103,20240131,CN,SAV,MAPP,TGTT,KKH,1010,VND,G270,TKTT FIRST KHTN (CN) VND,1018,0,20240126,CHUYEN KHOAN QUA APP,0000
258325ee-68b8-4,441,53103d9e-1f5d-4032-9d24-2cda074eefad,-2678270,20240112,20240131,CN,SAV,ONLI,TGTT,KKH,1005,VND,G270,TKTT FIRST KHTN (CN) VND,1046,0,20240104,BOOK PHONG AGODA,5411
d5bd299b-3bd3-4,442,1204de3c-d24c-4365-8124-71d6cd0af025,193902,20240117,20240131,CN,CK,ONLI,TGTT,KKH,1029,VND,G270,TKTT FIRST KHTN (CN) VND,1047,0,20240130,MUA TREN SHOPEE,4121
1b0c6b26-eed7-4,443,a8eed07d-41a1-4da7-b1bb-069332b5328a,1591486,20240105,20240131,CN,CK,ONLI,TGTT,KKH,1017,VND,G270,TKTT FIRST KHTN (CN) VND,1031,0,20240124,XEM PHIM CGV,0000
61457aac-b981-4,444,d6c6ada4-3d7c-458b-8246-5a45be0d90f8,4875115,20240103,20240131,CN,SAV,MAPP,TGTT,KKH,1040,VND,G270,TKTT FIRST KHTN (CN) VND,1040,0,20240128,THANH TOAN XANH SM,0000
549088e3-ea2b-4,445,73308bc6-747c-4e21-879d-0fbb0ae9e542,-4686971,20240116,20240131,CN,CK,MAPP,TGTT,KKH,1003,VND,G270,TKTT FIRST KHTN (CN) VND,1008,0,20240131,XEM PHIM CGV,5812
c0ec463a-e2e6-4,446,f34d6015-5d8a-4494-a5d2-8f986475c7c5,-361226,20240119,20240131,CN,CK,MAPP,TGTT,KKH,1031,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240113,MUA TREN SHOPEE,7311
5244cd91-fa23-4,447,d7233318-bc2e-42a4-9e7c-07a9cfe519ca,4881086,20240104,20240131,CN,SAV,WWW,TGTT,KKH,1008,VND,G270,TKTT FIRST KHTN (CN) VND,1034,0,20240129,MUA TREN SHOPEE,5411
cd1cee76-28a9-4,448,16fb7ae6-7872-4802-8e97-fd7c2b2a1ea0,4772057,20240109,20240131,CN,CK,BRANCH,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1011,0,20240109,BOOK PHONG AGODA,5812
d222b243-29e7-4,449,e985cf9c-be8d-4acd-9db4-cca72a28e53c,-1692734,20240104,20240131,CN,CK,WWW,TGTT,KKH,1026,VND,G270,TKTT FIRST KHTN (CN) VND,1011,0,20240131,MUA TREN SHOPEE,5812
5670e05f-4ce8-4,450,f0b04d54-e285-4a7e-b221-93a5dec2e9a2,-4999832,20240121,20240131,CN,CK,ONLI,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1033,0,20240130,XEM PHIM CGV,4121
8d9b2f88-8a78-4,451,8d97e4a5-abed-44ed-9d3e-766a81d6d0af,867345,20240110,20240131,CN,SAV,BRANCH,TGTT,KKH,1045,VND,G270,TKTT FIRST KHTN (CN) VND,1049,0,20240114,CHUYEN KHOAN QUA APP,5411
e78f03fa-7ad7-4,452,c7fc90ca-3cc1-4b25-9169-ab20b2287e58,3669388,20240121,20240131,CN,SAV,BRANCH,TGTT,KKH,1026,VND,G270,TKTT FIRST KHTN (CN) VND,1035,0,20240120,THANH TOAN XANH SM,4722
eb9e1ad6-7c8d-4,453,929b7a2a-b03d-42c5-aa3d-8937f6dd97ca,-1757027,20240131,20240131,CN,CK,MAPP,TGTT,KKH,1035,VND,G270,TKTT FIRST KHTN (CN) VND,1033,0,20240122,CHUYEN KHOAN QUA APP,0000
372b5c69-208b-4,454,13f636f5-daca-4e3b-9a31-b4544eb90873,4342699,20240117,20240131,CN,SAV,MAPP,TGTT,KKH,1012,VND,G270,TKTT FIRST KHTN (CN) VND,1029,0,20240105,CHUYEN KHOAN QUA APP,7311
73e63344-7742-4,455,fd94c6de-4335-4a1c-b2e4-d1ccd8d0f203,-1672975,20240116,20240131,CN,CK,ONLI,TGTT,KKH,1047,VND,G270,TKTT FIRST KHTN (CN) VND,1040,0,20240122,MUA TREN SHOPEE,5411
8260f821-69a1-4,456,40f50d4b-bb48-41b8-b1fd-389887f05b81,1102013,20240107,20240131,CN,CK,BRANCH,TGTT,KKH,1007,VND,G270,TKTT FIRST KHTN (CN) VND,1002,0,20240112,BOOK PHONG AGODA,4722
e8f4415d-c4a1-4,457,5d2107c9-b640-4f99-99b5-240cb99e2e43,2220460,20240115,20240131,CN,SAV,ONLI,TGTT,KKH,1013,VND,G270,TKTT FIRST KHTN (CN) VND,1033,0,20240103,CHUYEN KHOAN QUA APP,7311
596f2b61-0b51-4,458,efd24ac7-b48a-4377-9a9d-9a46d8266f98,-1545842,20240118,20240131,CN,SAV,MAPP,TGTT,KKH,1025,VND,G270,TKTT FIRST KHTN (CN) VND,1048,0,20240105,MUA TREN SHOPEE,4722
c3d927ca-08f6-4,459,1a4dc905-7b6a-4a18-acf6-a8601d2d4355,-1477935,20240106,20240131,CN,SAV,MAPP,TGTT,KKH,1036,VND,G270,TKTT FIRST KHTN (CN) VND,1031,0,20240112,CHUYEN KHOAN QUA APP,5411
79440655-dd69-4,460,4122f36b-29fd-4b18-acd0-aecd5df8bd32,-300051,20240130,20240131,CN,CK,WWW,TGTT,KKH,1028,VND,G270,TKTT FIRST KHTN (CN) VND,1014,0,20240128,CHUYEN KHOAN QUA APP,4900
72e7bc54-ffdf-4,461,95c97527-b01b-473e-ad0a-a41b86594a3b,3352234,20240115,20240131,CN,SAV,MAPP,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1007,0,20240127,XEM PHIM CGV,5812
da356170-8b03-4,462,cdb0c33d-6f4f-4dc5-b948-943ae235cbb2,-3991492,20240111,20240131,CN,CK,MAPP,TGTT,KKH,1023,VND,G270,TKTT FIRST KHTN (CN) VND,1038,0,20240123,XEM PHIM CGV,4722
6fb44306-5204-4,463,8346ef71-572f-4a65-a604-045fa5014736,1314793,20240120,20240131,CN,SAV,MAPP,TGTT,KKH,1014,VND,G270,TKTT FIRST KHTN (CN) VND,1041,0,20240104,XEM PHIM CGV,4121
